SK_ID_CURR,TARGET
100001,0.030927682238473825
100005,0.1352168254259294
100013,0.01833479049808844
100028,0.04322056309061957
100038,0.16748905882696577
100042,0.03751050220943288
100057,0.011505128259358777
100065,0.05821378549976083
100066,0.012439539853066736
100067,0.10765601035673728
100074,0.058977078837960294
100090,0.02613112853814322
100091,0.20101817731030805
100092,0.04367278863197695
100106,0.043227958237479706
100107,0.1370785715178496
100109,0.03733322235836283
100117,0.024275789717312285
100128,0.1089958866869049
100141,0.03049194528329122
100150,0.026354983838047595
100168,0.014604824064723278
100169,0.04495393103244302
100170,0.37020157856264874
100171,0.06030353097918479
100172,0.12363242557447202
100184,0.09912291986773637
100187,0.07267433215251345
100212,0.030144074445312013
100222,0.03928955468236442
100223,0.027011284487751596
100232,0.008933430272779477
100241,0.12850035037171226
100245,0.011943902672825754
100253,0.02372243734570191
100256,0.07765478436566066
100271,0.009494032604253801
100278,0.39440592670234653
100280,0.014718640631025693
100306,0.11331716826916768
100311,0.08958701871073586
100312,0.02629173832919002
100330,0.09700232820357943
100331,0.037857765010938335
100352,0.17559437950655768
100358,0.10693327705642819
100367,0.01950756642059526
100382,0.14582305859744119
100384,0.17644982918676383
100385,0.07394475381516288
100386,0.03502858935981314
100399,0.0267379284342051
100404,0.034995635416869855
100416,0.013104978022469486
100422,0.03102606612110312
100426,0.03892899245241135
100438,0.0277713393366519
100444,0.16926489331685202
100445,0.14974714695592725
100446,0.06496208231473481
100447,0.023679442839159015
100450,0.2026045698805112
100466,0.016126182169513125
100483,0.01635025298881599
100484,0.016797976881961666
100494,0.05854946318690335
100510,0.1854584493985405
100512,0.011160039970097598
100517,0.029595552917006204
100548,0.0331698042961243
100551,0.03859998891202461
100552,0.12139643547906183
100553,0.017325009055486788
100561,0.15746292228473488
100568,0.3756398469671092
100569,0.009219099950913533
100591,0.1539473854118644
100592,0.028004987020425306
100602,0.041573590501821085
100607,0.08811739920188041
100613,0.0718038673979393
100617,0.11155763041367657
100618,0.07569599342981667
100622,0.06561137610279318
100625,0.07186835619796461
100677,0.1273121424992502
100699,0.04277390002083479
100702,0.254691046857384
100711,0.03393723051290336
100729,0.13706355474548793
100740,0.19312918110924948
100744,0.22293725263923783
100745,0.03617565004117481
100747,0.09258708632026193
100751,0.4433891168429385
100752,0.034063710408196266
100753,0.17209665502913493
100754,0.4043446891649933
100760,0.04218265793963232
100762,0.14906081571668806
100763,0.026966889045794733
100765,0.013084746876659122
100770,0.05878138358755204
100772,0.03391619348044333
100777,0.008295702351014865
100791,0.017773569204737348
100792,0.012061847502943994
100797,0.06344301299867033
100823,0.022479954939207663
100826,0.040074601886886295
100830,0.020007862202312196
100836,0.21605116057682475
100872,0.0884735774557178
100910,0.03391196478297068
100913,0.1380964612133047
100918,0.04011090318072229
100931,0.009374801490419117
100952,0.03783767364920039
100953,0.018656651933173556
100965,0.19879890924055504
100970,0.01761178284644847
100982,0.14427920430123264
100983,0.2905194128317181
100984,0.05931375862949433
100987,0.05402730864743261
100997,0.04926111946493063
100998,0.280318159604692
101002,0.04742581333971295
101005,0.1837108979157204
101008,0.3271650665412351
101020,0.04241680677655315
101021,0.04291461587901331
101024,0.03284011250472036
101025,0.10999159425804073
101026,0.026423476952559227
101031,0.021933129757486777
101041,0.0129406137810399
101051,0.004379061597768159
101055,0.09060092686808872
101056,0.38509399692706414
101057,0.02734787552789829
101064,0.02625686192573318
101079,0.12459234682518737
101087,0.009025675413280199
101090,0.021035247916963134
101092,0.1271260492139756
101097,0.13456616443083919
101099,0.027076167603005047
101107,0.07876780770800249
101118,0.04567248251597192
101125,0.07569366212885907
101126,0.01565335305744231
101128,0.0077765763090843
101136,0.04383062252246218
101140,0.2810206886885001
101149,0.08795382280321307
101160,0.14814447241512066
101169,0.25985905967600714
101181,0.027251947067752885
101186,0.012510231991688466
101190,0.0909045397631659
101193,0.09594502933142048
101194,0.12181666859941297
101198,0.15334788241084235
101200,0.042674421736610436
101204,0.02349951927012864
101211,0.10417028758408102
101213,0.06787129556025892
101223,0.05163563265613332
101225,0.10204087106748809
101237,0.04950509916600686
101243,0.05912134520198978
101244,0.1415803438193433
101258,0.02208967582180031
101259,0.11014313168437875
101268,0.12822948520512828
101269,0.022132224450432537
101271,0.03277884638057903
